Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-smart.who.int.ra.json	13805	-	0	0	0	0	0	0	14	94	0	0	0	0	0	0	0	1	0	0	99	75	0	0	0	5	0	3
fsh-generated/resources/ActorDefinition-ClientRegistry.json	842	11	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	26	33	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-FacilityRegistry.json	448	5	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	30	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-HealthManagementInformationSystem.json	488	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	26	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-HealthWorkerRegistry.json	887	9	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	20	32	0	0	0	0	0	1
fsh-generated/resources/ActorDefinition-InteroperabilityLayer.json	466	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	18	30	0	0	0	1	1	0
fsh-generated/resources/ActorDefinition-LogisticsManagementInformationSystem.json	507	8	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	18	30	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-PointOfServiceSystem.json	472	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	17	31	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-SharedHealthRecord.json	458	7	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	18	30	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-TerminologyService.json	463	5	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	0	0	26	28	0	0	0	0	0	0
