Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-smart.who.int.ra.json	13798	-	0	0	1	0	0	0	14	120	0	0	0	0	0	0	0	1	0	0	133	77	0	0	0	5	0	4
fsh-generated/resources/ActorDefinition-ClientRegistry.json	842	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	42	29	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-FacilityRegistry.json	448	6	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	32	36	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-HealthManagementInformationSystem.json	488	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	22	31	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-HealthWorkerRegistry.json	887	6	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	24	31	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-InteroperabilityLayer.json	466	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	24	31	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-LogisticsManagementInformationSystem.json	507	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	35	41	0	0	0	1	0	1
fsh-generated/resources/ActorDefinition-PointOfServiceSystem.json	472	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	38	41	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-SharedHealthRecord.json	458	6	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	35	42	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-TerminologyService.json	463	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	25	39	0	0	0	0	0	0
